42705,0.04,-0.34,-0.04,-32.23,-123.44,46.43,-0.2,0.21,-0.36,26.06,-28.38,38.83
42710,0.04,-0.36,-0.06,-27.1,-123.12,44.75,-0.19,0.2,-0.35,24.61,-28.27,42.21
42715,0.04,-0.37,-0.09,-23.01,-122.63,42.88,-0.18,0.21,-0.36,22.06,-27.01,45
42720,0.04,-0.38,-0.13,-19.35,-122.38,40.88,-0.15,0.22,-0.38,17.78,-23.3,46.74
42725,0.04,-0.4,-0.15,-15.38,-122.48,38.64,-0.13,0.2,-0.37,13,-15.4,48.25
42730,0.04,-0.43,-0.18,-10.85,-122.36,35.89,-0.09,0.18,-0.36,8.18,-4.38,49.82
42735,0.05,-0.45,-0.2,-5.36,-121.46,32.88,-0.07,0.15,-0.36,3.08,6.67,51.13
42740,0.06,-0.47,-0.23,0.35,-119.49,29.62,-0.07,0.12,-0.35,-1.92,15.87,51.54
42745,0.07,-0.5,-0.25,5.48,-116.27,26.49,-0.07,0.1,-0.34,-6.58,23.8,51.91
42750,0.07,-0.53,-0.3,8.91,-110.29,24.14,-0.06,0.07,-0.33,-10.33,30.53,52.09
42755,0.06,-0.56,-0.36,10.48,-101.26,22.69,-0.06,0.04,-0.34,-12.56,36.83,51.8
42760,0.06,-0.56,-0.41,11.15,-90.73,21.45,-0.06,0.01,-0.34,-13.52,42.31,51.65
42765,0.06,-0.56,-0.44,11.87,-79.51,18.86,-0.07,-0.02,-0.36,-14.22,45.26,51.74
42769,0.05,-0.55,-0.46,13.72,-67.83,14.37,-0.11,-0.05,-0.37,-14.79,45.04,51.9
42774,0.02,-0.55,-0.47,16.33,-55.08,9.32,-0.12,-0.07,-0.36,-15.44,42.6,52.02
42779,-0.03,-0.56,-0.47,18.17,-42.59,5.1,-0.12,-0.08,-0.36,-15.72,40.24,51.96
42784,-0.08,-0.59,-0.47,21.9,-32.94,1.36,-0.12,-0.1,-0.35,-15.78,37.08,51.48
42789,-0.13,-0.62,-0.46,26.58,-28.31,-1.22,-0.12,-0.1,-0.35,-15.41,32.68,50.23
42794,-0.16,-0.64,-0.45,32.71,-29.8,-2.82,-0.11,-0.1,-0.35,-14.82,27.74,48.68
42799,-0.17,-0.66,-0.44,40.28,-35.32,-4.06,-0.1,-0.1,-0.33,-14.14,23.25,46.98
42804,-0.18,-0.66,-0.42,49.51,-42.04,-4.65,-0.08,-0.09,-0.32,-13.46,19.78,45.09
42809,-0.17,-0.65,-0.4,57.71,-49.12,-3.68,-0.06,-0.08,-0.31,-12.88,17.49,42.71
42814,-0.17,-0.63,-0.4,64.16,-56.95,-1.71,-0.05,-0.07,-0.3,-11.58,16.22,40.05
42819,-0.17,-0.61,-0.38,68.57,-65.55,0.41,-0.03,-0.05,-0.3,-10.76,15.58,37.11
42824,-0.17,-0.6,-0.36,70.66,-74.16,2.56,-0.02,-0.04,-0.3,-10.06,14.24,34.15
42829,-0.17,-0.6,-0.35,69.46,-81.15,4.36,-0.02,-0.03,-0.3,-10.06,14.24,34.15
42834,-0.17,-0.6,-0.36,68.8,-87.05,5.42,-0.02,-0.01,-0.3,-8.9,12.48,31.36
42839,-0.17,-0.6,-0.37,68.98,-92.67,5.65,0,0.01,-0.3,-7.66,11.32,28.61
42844,-0.17,-0.6,-0.37,69.58,-97.87,4.61,-0.01,0.03,-0.29,-6.48,10.56,26.02
42849,-0.17,-0.58,-0.38,69.9,-102.11,2.94,-0.02,0.04,-0.32,-4.24,10.68,23.3
42853,-0.17,-0.56,-0.39,68.48,-105.22,1.86,-0.03,0.05,-0.36,-2.03,11.29,19.81
42858,-0.18,-0.54,-0.42,63.89,-108.81,1.74,-0.07,0.05,-0.37,-0.32,12.57,16.46
42863,-0.2,-0.51,-0.47,57.37,-115.37,2.24,-0.09,0.03,-0.36,2.44,14.39,13.9
42868,-0.22,-0.48,-0.51,49.03,-125.02,2.67,-0.09,0.01,-0.34,6.09,15.08,12.7
42873,-0.23,-0.45,-0.54,39.32,-135.25,1.43,-0.1,0,-0.31,10.19,13.89,12.94
42878,-0.2,-0.45,-0.62,28.18,-134.87,-1.54,-0.09,0.01,-0.29,14.14,10.7,14.1
42883,-0.18,-0.47,-0.74,15.27,-126.94,-5.1,-0.07,0.02,-0.27,17.72,6.76,15.53
42888,-0.19,-0.45,-0.61,10.76,-136.49,-6.67,-0.08,0.03,-0.25,20.49,3.51,16.98
42893,-0.19,-0.44,-0.51,15.87,-156.48,-6.82,-0.07,0.03,-0.23,22.03,1.36,18.1
42898,-0.12,-0.46,-0.5,18.28,-161,-9.92,-0.06,0.03,-0.22,22.55,-0.12,18.37
42903,-0.04,-0.51,-0.52,22.16,-151.02,-13.96,-0.07,0.02,-0.21,22.95,-0.41,18.88
42908,0.01,-0.48,-0.57,27.66,-137.89,-15.78,-0.06,0.01,-0.2,22.32,-1.02,19.74
42913,0,-0.43,-0.64,33.36,-126.24,-14.54,-0.05,0.01,-0.19,21.56,0.66,20.75
42918,-0.03,-0.41,-0.63,38.89,-121.17,-10.15,-0.04,0.01,-0.17,20.37,2.33,21.45
42923,-0.03,-0.37,-0.61,42.79,-116.09,-5.48,-0.04,0.01,-0.17,18.95,3.39,21.97
42928,-0.02,-0.36,-0.69,44.66,-104.17,-5.11,-0.03,0.01,-0.18,17.84,4.47,22.16
42932,-0.05,-0.35,-0.72,44.11,-95.09,-6.85,-0.06,0.01,-0.18,16.34,5.81,22.31
42937,-0.05,-0.27,-0.73,37.38,-85.91,-11.54,-0.07,0,-0.18,15.21,7.02,22.67
42942,-0.01,-0.17,-0.78,19.44,-71.52,-16.33,-0.08,-0.01,-0.19,14.88,7.81,23.47
