4476,0.12,-0.2,0.21,-157.41,-52.73,-36.7,0.17,0.62,-0.11,20.11,-41.52,16.97
4480,0.1,-0.19,0.21,-158.97,-59.42,-37.92,0.15,0.62,-0.12,15.09,-37.9,17.79
4485,0.1,-0.19,0.21,-161.99,-69.49,-37.25,0.14,0.62,-0.16,10.56,-34.1,18.2
4490,0.07,-0.18,0.21,-165.44,-82.7,-34.42,0.12,0.62,-0.18,7.17,-30.61,18.3
4495,0.06,-0.16,0.22,-168.37,-97.21,-29.28,0.12,0.62,-0.21,5.07,-27.71,17.75
4500,0.05,-0.16,0.23,-171.63,-111.66,-22.13,0.12,0.61,-0.22,4.35,-25.05,16.77
4505,0.05,-0.15,0.24,-176.41,-124.89,-14.34,0.09,0.6,-0.23,4.21,-22.78,15.53
4510,0.04,-0.13,0.22,-182.62,-137.65,-6.23,0.1,0.58,-0.23,4.62,-21.93,14.42
4515,0.04,-0.14,0.19,-188.25,-151.54,0.75,0.1,0.57,-0.23,6.3,-23.04,13.7
4520,0.03,-0.18,0.17,-190.93,-165.33,6.21,0.09,0.55,-0.24,9.03,-25.24,14.1
4525,0.05,-0.22,0.14,-188.86,-176.96,11.38,0.1,0.53,-0.25,11.96,-27.91,15.32
4530,0.08,-0.26,0.11,-186.05,-184.74,17.9,0.13,0.52,-0.26,13.76,-30.35,17.15
4535,0.1,-0.27,0.09,-185.46,-189.85,25.79,0.15,0.51,-0.27,14.57,-31.88,19.56
4540,0.12,-0.27,0.09,-186.83,-195.18,32.87,0.18,0.52,-0.28,15.38,-31.74,22.46
4545,0.13,-0.29,0.11,-190.32,-201.34,36.88,0.2,0.54,-0.28,16.65,-30.36,25.31
4550,0.15,-0.29,0.12,-192.46,-206.89,38.59,0.22,0.54,-0.29,18.48,-27.91,28.03
4555,0.17,-0.3,0.13,-192.66,-211.59,41.03,0.24,0.54,-0.29,19.68,-23.64,30.84
4560,0.16,-0.31,0.16,-191.94,-217.64,46.01,0.25,0.52,-0.29,19.01,-18.75,33.65
4565,0.15,-0.33,0.19,-192.4,-226.64,52.89,0.23,0.51,-0.3,17.09,-13.23,35.86
