25833,0,-0.33,0.43,-235.95,-141.43,61.39,-0.05,0.27,0.17,75.07,-113.17,31.36
25838,0,-0.4,0.44,-235.67,-149.11,59.17,-0.05,0.27,0.17,75.3,-112.64,33.78
25843,-0.01,-0.46,0.45,-229.32,-161.76,56.95,-0.05,0.27,0.15,77.04,-109.59,35.39
25848,-0.01,-0.49,0.43,-220.75,-174.58,54.92,-0.04,0.29,0.11,78.49,-106.84,36.65
25853,-0.02,-0.5,0.39,-211.65,-183.84,53.57,-0.04,0.29,0.09,77.41,-106.22,37.99
25858,0.01,-0.47,0.38,-204.18,-188.17,53.22,-0.05,0.3,0.08,75.79,-106.19,39.02
25863,0.07,-0.46,0.34,-198.53,-184.95,51.54,-0.03,0.31,0.08,74.1,-105.87,39.32
25868,0.04,-0.48,0.29,-192.41,-186.66,47.93,-0.02,0.31,0.07,72.59,-105.39,39.11
25873,0,-0.46,0.25,-189.12,-189.5,45.72,-0.02,0.32,0.07,71.14,-105.18,38.47
25878,-0.05,-0.44,0.18,-187.42,-196.82,41.66,-0.01,0.32,0.06,69.47,-105.29,38.09
25883,-0.11,-0.43,0.19,-187.68,-209.98,37.64,-0.01,0.29,0.06,67.7,-104.75,37.98
25888,-0.02,-0.46,0.15,-189.42,-205.37,34.3,0,0.28,0.07,66.86,-104.06,37.93
25893,0,-0.51,0.11,-188.66,-205.66,29.27,0.02,0.29,0.06,67,-102.75,37.8
25898,-0.04,-0.55,0.08,-186.31,-210.17,25.13,0.02,0.31,0.02,65.66,-101.49,37.51
25903,-0.06,-0.55,0.05,-183.76,-213.35,22.61,0.01,0.32,-0.01,62.81,-101.14,36.88
25908,-0.08,-0.56,0.01,-181,-215.61,19.88,0.01,0.31,-0.02,60.33,-101.01,36.27
25913,-0.07,-0.55,-0.01,-178.86,-218.73,17.2,0.02,0.29,-0.02,58.99,-100.94,35.89
25917,-0.05,-0.55,-0.04,-175.38,-219.44,12.97,0.02,0.28,-0.02,58.56,-100.63,35.75
25922,-0.06,-0.55,-0.07,-169.71,-219.27,8.22,0.03,0.28,-0.03,58.4,-100.02,35.92
25927,-0.08,-0.56,-0.08,-164.41,-220.44,1.77,0.04,0.27,-0.04,58.46,-98.79,36.03
25932,-0.08,-0.54,-0.12,-162.26,-218.23,-4.59,0.03,0.28,-0.04,59.08,-98.11,36.13
25937,-0.11,-0.45,-0.11,-160.66,-217.35,-11.89,0.03,0.28,-0.06,60.17,-96.95,36.25
25942,0.04,-0.4,-0.27,-152.94,-215.06,-24.49,-0.03,0.24,-0.08,60.26,-99.52,37.45
25947,0.01,-0.52,-0.36,-147.98,-192.05,-31.2,0.1,0.28,-0.09,58.36,-91.23,37.87
25952,-0.11,-0.51,-0.3,-162.57,-180.13,-26.86,0.09,0.28,-0.1,55.56,-85.13,35.19
25957,-0.1,-0.39,-0.27,-163.67,-171.2,-26.41,0.01,0.32,-0.11,59.37,-87.52,35.87
25962,-0.03,-0.41,-0.25,-162.26,-157.15,-34.26,-0.01,0.21,-0.17,55.82,-94.27,40.24
25967,-0.02,-0.52,-0.26,-164.41,-150.09,-46.98,0.05,0.24,-0.14,53.63,-94.47,41.44
25972,-0.05,-0.55,-0.36,-164.92,-145.34,-53.63,0.11,0.3,-0.11,52.96,-90.97,40.56
25977,-0.34,-0.42,-0.34,-168.58,-148.47,-45.65,0.1,0.31,-0.13,51.27,-86,39.51
25982,-0.57,-0.41,-0.2,-167.08,-166.18,-42.19,0.09,0.3,-0.17,49.01,-81.44,38.93
25987,-0.57,-0.41,-0.2,-159.48,-177.87,-59.45,0.07,0.28,-0.19,46.1,-78.37,38.64
25992,-0.46,-0.47,-0.22,-154.91,-184.17,-62.18,0.07,0.27,-0.2,43.46,-75.99,38.22
25997,-0.25,-0.35,-0.29,-145.17,-191.18,-66.54,0.08,0.26,-0.21,41.4,-73.61,37.46
26002,-0.14,-0.24,-0.35,-128.45,-185.46,-77.53,0.08,0.24,-0.21,39.7,-71.26,36.68
26006,-0.14,-0.26,-0.41,-110.18,-177.93,-85.45,0.07,0.24,-0.21,37.98,-68.89,35.92
26011,-0.23,-0.26,-0.41,-96.89,-170.41,-92.09,0.08,0.25,-0.21,36.54,-66.3,35.02
26016,-0.26,-0.06,-0.46,-96.08,-154.74,-98.97,0.08,0.25,-0.22,36.54,-66.3,35.02
26021,-0.19,-0.28,-0.39,-83.19,-150.42,-111.77,0.06,0.25,-0.25,36.24,-63.8,33.83
26026,-0.26,-0.28,-0.57,-73.97,-134.77,-115.13,0.06,0.24,-0.27,35.16,-62.19,32.82
26031,-0.36,-0.09,-0.61,-66.83,-124.85,-122.25,0.07,0.26,-0.28,32.85,-61.52,31.98
26036,-0.28,-0.01,-0.55,-65.2,-117.19,-117.71,0.07,0.25,-0.28,30.49,-60.41,30.64
26041,-0.22,0.06,-0.47,-58.18,-109.6,-114,0.06,0.21,-0.29,28.31,-61.61,30.18
26046,-0.25,0,-0.41,-54.5,-111.88,-110.2,0.06,0.21,-0.3,26.11,-64.36,29.54
26051,-0.4,-0.09,-0.2,-78.67,-122.96,-94.54,0.06,0.22,-0.31,25.27,-67.9,28.38
26056,-0.5,0.01,-0.41,-103.52,-124.76,-86.53,0.08,0.24,-0.32,25.65,-69.72,27.07
26061,-0.43,0.18,-1.17,-96.24,-162.03,-95.92,0.09,0.24,-0.34,26.29,-68.85,25.76
26066,-1.03,0.85,-0.36,-12.39,-170.15,-177.09,0.07,0.23,-0.36,25.15,-68.68,24.61
26071,-3.36,2.7,0.36,119.8,-218.05,-338.58,0.07,0.21,-0.36,22.51,-69.87,23.5
26076,-0.41,-3.39,-0.84,344.47,-477.75,-314.94,0.08,0.2,-0.34,20.29,-69.98,22.46
26081,-1.94,-1.57,-1.35,210.94,-291.53,-168.33,0.09,0.2,-0.33,19.73,-68.59,21.53
26086,-0.45,2.93,-1.61,212.28,-258.26,-329.18,0.09,0.19,-0.33,20.28,-66.27,20.52
26091,1.03,2.47,-0.64,179.11,-265.46,-377.41,0.11,0.19,-0.34,21.07,-63.46,19.55
26096,0.95,0.29,-0.28,86.79,-236.22,-267.06,0.09,0.18,-0.35,21.68,-60.58,18.65
26100,0.13,-0.6,-0.84,78.28,-188.49,-223.21,0.11,0.17,-0.34,22.17,-57.19,17.76
26105,-0.16,-0.86,-0.77,104.25,-130.28,-199.78,0.1,0.16,-0.33,22.84,-53.04,17.15
26110,-0.16,-0.22,-0.72,113.97,-100.49,-153.76,0.09,0.16,-0.34,23.86,-50,16.75
26115,-0.28,0.63,-0.72,104.93,-72.07,-118.48,0.11,0.16,-0.35,25.25,-48.08,16.94
26120,-0.5,0.97,-0.74,75.68,-40.44,-88.59,0.13,0.18,-0.36,25.33,-45.06,16.75
26125,-0.71,0.97,-0.77,32.85,-17.9,-52.6,0.13,0.19,-0.37,25.51,-39.2,15.21
26130,-0.86,1.01,-0.79,-12.94,10.62,-21.99,0.12,0.2,-0.38,24.69,-33.16,13.11
26135,-0.97,1.1,-0.82,-62.29,35.02,3.8,0.09,0.19,-0.4,23.74,-29.72,11.06
26140,-1.01,1.11,-0.81,-110.79,54.5,28.79,0.08,0.19,-0.39,21.85,-29.43,9.77
26145,-0.98,1.03,-0.79,-149.57,69.26,50.42,0.09,0.19,-0.39,21.29,-28.72,8.76
26150,-1.01,0.86,-0.8,-172.91,75.13,67.54,0.08,0.18,-0.4,22.32,-27.5,8.03
26155,-1.01,0.65,-0.8,-180.28,83.6,79.04,0.06,0.19,-0.42,22.29,-27.13,7.8
26160,-0.94,0.47,-0.81,-175.09,86.9,86.26,0.05,0.19,-0.43,21.61,-27.8,7.11
26165,-0.91,0.34,-0.84,-163.15,84.52,92.7,0.05,0.19,-0.42,20.74,-28.35,5.95
26170,-0.89,0.21,-0.85,-147.78,80.6,100.04,0.04,0.17,-0.42,19.81,-28.29,4.93
26175,-0.81,0.11,-0.86,-129.56,75.59,104.51,0.05,0.17,-0.41,18.75,-27.88,4.18
26180,-0.77,0.08,-0.85,-107.93,70.36,102.04,0.05,0.17,-0.41,17.68,-27.22,3.74
26185,-0.71,0.01,-0.85,-85.05,63.72,96.68,0.06,0.17,-0.41,16.65,-26.66,3.48
26190,-0.63,-0.05,-0.82,-61.98,64.42,90.32,0.05,0.17,-0.42,15.82,-25.13,3.08
