88832,-0.48,0.01,-0.21,-67.98,-106.03,9.03,-0.32,-0.17,0.32,20.11,-57.86,14.11
88837,-0.39,-0.01,-0.16,-45.87,-130.77,2.06,-0.3,-0.18,0.32,19.76,-59.51,14.07
88842,-0.2,0.06,-0.1,-19.01,-164.54,-2.94,-0.3,-0.19,0.31,20.39,-60.71,14.72
88847,-0.25,0,-0.05,6.21,-190.32,-8.26,-0.3,-0.21,0.31,21.71,-62.18,15.67
88852,-0.37,0.07,-0.25,8.59,-165.59,5.29,-0.28,-0.24,0.31,23.91,-63.83,17.07
88857,-0.14,0.08,-0.07,6.29,-148.21,14.56,-0.27,-0.25,0.31,26.96,-65.32,18.84
88862,-0.14,-0.27,-0.37,-8.87,-153.73,3.22,-0.27,-0.26,0.3,30.75,-67.31,20.84
88867,0.34,0.03,-0.58,-53.62,-154.11,-13.18,-0.26,-0.24,0.29,35.16,-69.6,22.38
88872,0.59,0.25,-0.3,-70.22,-151.49,-48.78,-0.26,-0.24,0.29,37.86,-69.32,21.74
88877,0.57,0.02,-0.54,-83.22,-106.92,-72.97,-0.25,-0.21,0.27,40.19,-67.12,21.19
88882,0.51,-0.22,-0.67,-104.39,-61.65,-93.38,-0.25,-0.21,0.25,41.26,-64.7,20.17
88886,0.4,-0.22,-0.46,-128.02,-28.32,-101.46,-0.25,-0.21,0.23,40.16,-62.77,18.75
88891,0.28,-0.11,-0.31,-141.14,5.14,-102.87,-0.26,-0.21,0.22,39.17,-61.77,17.07
88896,0.04,-0.12,-0.23,-139.82,37.25,-102.34,-0.27,-0.2,0.21,37.69,-61.14,14.88
88901,-0.18,-0.13,-0.09,-137.5,60.55,-94.19,-0.27,-0.18,0.19,34.59,-60.2,11.28
88906,-0.33,-0.17,0.04,-128.86,73.64,-84.06,-0.27,-0.16,0.18,30.01,-58.88,6.74
88911,-0.39,-0.23,0.16,-110.43,71.91,-77.51,-0.3,-0.16,0.17,25.15,-57.56,2.43
88916,-0.39,-0.28,0.18,-86.49,61.66,-73.09,-0.3,-0.19,0.16,21.16,-56.41,-0.78
88921,-0.4,-0.33,0.14,-56.37,43.09,-69.93,-0.29,-0.23,0.15,18.83,-55.07,-3.6
88926,-0.4,-0.33,0.14,-27.3,18.19,-67.64,-0.3,-0.23,0.15,18.17,-54.26,-6.47
88931,-0.39,-0.31,0.07,-2.78,-6.81,-65.57,-0.31,-0.21,0.14,18.4,-55.62,-10.12
88936,-0.38,-0.21,-0.01,15.26,-25.41,-62.01,-0.29,-0.22,0.15,19.33,-57.33,-14.47
88941,-0.36,-0.04,-0.09,24.26,-39.34,-56.21,-0.28,-0.24,0.17,21.33,-58.65,-17.46
88946,-0.36,0.1,-0.13,20.8,-51.59,-48.31,-0.27,-0.26,0.17,24.54,-59.48,-18.14
88951,-0.37,0.26,-0.14,4.79,-65.43,-38.7,-0.24,-0.25,0.18,27.95,-59.11,-18.01
88956,-0.37,0.41,-0.15,-20.17,-81.54,-27.71,-0.22,-0.23,0.17,31.28,-57.65,-17.35
88961,-0.33,0.49,-0.17,-52.99,-95.47,-15.29,-0.2,-0.22,0.16,34.01,-54.61,-17.06
88966,-0.28,0.53,-0.18,-88.3,-105.29,-1.46,-0.19,-0.21,0.16,36.3,-51.19,-17.3
88971,-0.22,0.52,-0.19,-118.18,-111.86,12.08,-0.18,-0.2,0.15,38.83,-48.34,-17.36
88976,-0.19,0.42,-0.18,-138.96,-112.43,23.04,-0.19,-0.19,0.14,41.52,-45.88,-17.23
88981,-0.18,0.31,-0.17,-145.02,-109.68,31.39,-0.18,-0.18,0.14,43.79,-43.73,-16.62
88986,-0.18,0.2,-0.1,-138.75,-106.92,37.9,-0.18,-0.18,0.13,45.41,-41.37,-15.75
88991,-0.2,0.14,-0.02,-122.01,-108.26,43.62,-0.19,-0.17,0.13,46.98,-39.55,-14.51
88996,-0.25,0.07,0.03,-98.02,-114.78,48.4,-0.2,-0.15,0.13,47.96,-38.33,-13.66
89000,-0.31,0.05,0.06,-74.36,-123.96,48.37,-0.21,-0.15,0.13,47.94,-36.62,-12.74
89005,-0.34,0.12,0.04,-57.13,-135.22,47.16,-0.23,-0.14,0.12,47.18,-34.81,-10.83
89010,-0.37,0.22,0.02,-49.19,-148.65,49.94,-0.23,-0.13,0.12,45.73,-32.87,-8.7
89015,-0.39,0.3,0.01,-50.11,-163.19,57.31,-0.24,-0.12,0.12,43.44,-30.99,-7.06
89020,-0.38,0.39,-0.02,-56.84,-177.78,67.86,-0.26,-0.11,0.11,41.28,-29.69,-5.81
89025,-0.33,0.45,-0.05,-69.18,-188.45,79.1,-0.26,-0.12,0.11,39.37,-29.13,-4.68
89030,-0.26,0.47,-0.07,-85.1,-194.6,89.86,-0.27,-0.12,0.11,38.12,-28.7,-3.23
89035,-0.22,0.48,-0.08,-100.39,-198.7,98.62,-0.28,-0.13,0.11,37.14,-28.11,-1.48
