92300,-0.1,-0.06,-0.1,-168.81,-30.93,-35.2,-0.33,-0.06,0.3,97.2,-48.16,-17.81
92305,-0.09,-0.1,-0.04,-162.8,-32.85,-40.51,-0.33,-0.08,0.28,97.69,-46.13,-16.4
92310,-0.17,-0.22,-0.02,-147.16,-39.15,-40.92,-0.33,-0.07,0.27,97.5,-44.37,-14.8
92315,-0.27,-0.34,-0.01,-122.77,-48.28,-36.67,-0.31,-0.06,0.25,97.29,-42.6,-12.68
92320,-0.32,-0.37,0.01,-91.75,-59.45,-28.43,-0.31,-0.05,0.22,97.11,-41.38,-10.35
92325,-0.32,-0.34,0.01,-61.8,-71.9,-19.65,-0.3,-0.05,0.21,96.37,-40.77,-8.16
92330,-0.29,-0.3,-0.01,-35.03,-83.53,-11.54,-0.29,-0.04,0.18,93,-40.01,-5.2
92335,-0.24,-0.21,-0.07,-14.48,-90.19,-4.09,-0.29,-0.05,0.16,87.42,-38.59,-1.74
92340,-0.19,-0.1,-0.14,-4.1,-92.33,2.72,-0.29,-0.06,0.14,80.54,-36.96,1.68
92345,-0.14,0.04,-0.18,-4.71,-90.58,10.04,-0.27,-0.08,0.13,72.86,-34.9,5.04
92350,-0.13,0.17,-0.22,-14.27,-87.98,15.41,-0.28,-0.1,0.12,64.79,-33.17,8.1
92355,-0.12,0.23,-0.26,-32.32,-84.63,19.09,-0.28,-0.11,0.11,57.34,-31.16,11.03
92360,-0.07,0.31,-0.28,-55.48,-79.47,22.99,-0.27,-0.12,0.11,50.57,-28.84,13.58
92365,-0.03,0.33,-0.32,-81.34,-72.19,28.08,-0.26,-0.12,0.11,43.78,-26.02,15.61
92369,-0.02,0.29,-0.37,-104.17,-63.03,33.91,-0.26,-0.11,0.11,36.51,-22.89,17.11
92374,-0.04,0.21,-0.37,-121.28,-53.94,38.27,-0.25,-0.11,0.11,29.27,-20.08,17.32
92379,-0.1,0.14,-0.33,-131.13,-49.06,40.33,-0.25,-0.12,0.11,21.8,-17.96,16.51
92384,-0.18,0.05,-0.28,-131.52,-50.9,39.03,-0.25,-0.12,0.12,14.97,-16.85,14.89
92389,-0.25,-0.04,-0.23,-120.83,-58.7,35.1,-0.24,-0.12,0.13,9.46,-16.34,12.5
92394,-0.29,-0.11,-0.18,-102.6,-69.53,30.67,-0.24,-0.11,0.14,4.61,-17.21,9.87
92399,-0.28,-0.15,-0.17,-81.77,-80.28,27.62,-0.24,-0.12,0.16,0.9,-19.07,7.06
92404,-0.27,-0.11,-0.15,-61,-89.68,25.63,-0.23,-0.13,0.18,-1.34,-20.72,4.59
92409,-0.23,-0.06,-0.15,-43.62,-97.2,24.55,-0.22,-0.17,0.19,-2.09,-22.43,2.47
92414,-0.16,0,-0.18,-32.14,-101.5,24.12,-0.21,-0.16,0.2,-1.43,-21.55,2.17
92419,-0.11,0.12,-0.23,-29.48,-102.48,26.37,-0.21,-0.17,0.21,1.46,-21.36,2.81
92424,-0.14,0.28,-0.27,-39.31,-102.65,31.95,-0.21,-0.18,0.21,5.55,-19.55,2.37
92429,-0.16,0.42,-0.33,-61.22,-102.43,40.71,-0.21,-0.18,0.22,9.93,-15.95,1.05
92434,-0.15,0.49,-0.37,-90.73,-101.24,52.66,-0.2,-0.17,0.24,14.69,-13.08,-0.15
