6772,0.72,-0.24,-1.13,-172.91,-105.94,-103.39,1.04,-0.17,-1.36,24.99,-58.01,-7.93
6777,0.73,-0.26,-1.16,-176.27,-106.89,-99.17,1.04,-0.17,-1.36,25.82,-54.92,-2.37
6782,0.73,-0.24,-1.17,-179.84,-110.06,-100.91,1.01,-0.16,-1.36,26.6,-51.9,2.26
6787,0.71,-0.26,-1.18,-181.17,-109.54,-102.51,0.99,-0.14,-1.35,26.35,-48.78,5.89
6792,0.71,-0.28,-1.21,-179.37,-104.71,-101.78,0.96,-0.12,-1.35,25.24,-46.78,8.9
6797,0.71,-0.29,-1.21,-174.53,-94.89,-101.62,0.93,-0.12,-1.34,24.26,-47.29,10.85
6802,0.69,-0.24,-1.21,-172.61,-78.14,-101.1,0.91,-0.12,-1.32,24.2,-49.96,11.44
6807,0.67,-0.18,-1.21,-171.78,-65.16,-103.35,0.89,-0.13,-1.31,24.6,-53.77,11.38
6812,0.66,-0.16,-1.22,-171.89,-55.88,-105.22,0.86,-0.12,-1.31,26.05,-59.71,10.44
6817,0.73,-0.17,-1.27,-179.49,-65.81,-85.04,0.84,-0.11,-1.3,28.87,-65.26,10.07
6822,0.67,-0.27,-1.35,-177.6,-62.96,-90.07,0.84,-0.11,-1.29,31.68,-67.43,10.57
6827,0.56,-0.29,-1.32,-177.6,-62.96,-90.07,0.84,-0.1,-1.3,34.41,-68.37,10.96
6832,0.56,-0.27,-1.3,-162.83,-47.58,-108.05,0.85,-0.09,-1.3,38.35,-70.51,11.43
6836,0.56,-0.28,-1.29,-150.07,-47.32,-114.56,0.85,-0.08,-1.3,43.85,-72.39,13.31
6841,0.53,-0.23,-1.28,-139.22,-49.65,-117.78,0.87,-0.09,-1.29,48.17,-68.57,16.6
6846,0.55,-0.17,-1.27,-132.02,-54.95,-119.14,0.9,-0.09,-1.28,50.98,-66.53,19.91
6851,0.57,-0.15,-1.25,-127.2,-63.29,-121.22,0.89,-0.08,-1.29,56.72,-71.91,23.19
6856,0.57,-0.18,-1.21,-122.56,-73.65,-124.92,0.89,-0.1,-1.3,62.96,-72.74,29.94
6861,0.62,-0.17,-1.18,-118.12,-81.5,-129.55,0.96,-0.15,-1.28,62.26,-66.48,36.65
6866,0.64,-0.11,-1.19,-114.14,-74.26,-135.88,0.97,-0.1,-1.3,62.79,-67.9,40.02
6871,0.61,0.11,-1.24,-116.7,-51.13,-137.41,0.94,-0.11,-1.3,69.4,-69.31,47.49
6876,0.63,0.13,-1.21,-119.89,-21.74,-130.14,0.96,-0.18,-1.31,69.12,-60.17,56.88
6881,0.75,0.04,-1.17,-117.92,-11.28,-140.93,0.99,-0.2,-1.33,65.83,-50.55,63.89
6886,0.75,0.04,-1.17,-120.04,2.5,-152.65,0.98,-0.19,-1.31,68.02,-49.47,67.89
6891,0.69,0,-1.18,-114.78,7.31,-159.56,0.97,-0.19,-1.33,65.67,-47.59,72.71
6896,0.56,0.01,-1.21,-104.1,20.54,-172.15,0.95,-0.22,-1.31,65.67,-47.59,72.71
6901,0.53,0.07,-1.21,-88.24,39.35,-186.57,0.94,-0.26,-1.29,58.99,-44.83,76.45
6906,0.54,0.22,-1.16,-75.44,54.66,-201.75,0.96,-0.3,-1.26,52.75,-41.66,78.77
